ACCNTNUM,ACCNTNAME,ACCGRPNAME,UWRITRNAME,PRODID,BRANCHNAME,PRODNAME,CEDANTID,CEDANTNAME,POLICYNUM,LOBNAME,INCEPTDATE,EXPIREDATE,UNDCOVAMT,UNDCOVCUR,PARTOF,PARTOFCUR,POLICYTYPE,POLICYSTRUCTURE,MINDEDAMT,MINDEDCUR,MAXDEDAMT,MAXDEDCUR,BLANDEDAMT,BLANDEDCUR,BLANLIMAMT,BLANLIMCUR,BLANPREAMT,BLANPRECUR,COMBINEDLIM,COMBINEDLCUR,COMBINEDDED,COMBINEDDCUR,COMBINEDPREM,COMBINEDPCUR,COVBASE,LIMITGU,USERDEF1,USERDEF2,USERDEF3,USERDEF4,USERTXT1,USERTXT2,POLICYUSERTXT1,POLICYUSERTXT2,POLICYUSERTXT3,POLICYUSERTXT4
2AR 1956433_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1956433 02,,ASST,ASST,2AR 1956433_24_1,xScotia xLending,2025-02-13,2026-02-13,0,USD,172805,USD,2,1,0,USD,0,USD,0,USD,172805,USD,1244,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 1960906_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1960906 02,,ASST,ASST,2AR 1960906_24_1,xScotia xLending,2025-02-15,2026-02-15,0,USD,474280,USD,2,1,0,USD,0,USD,0,USD,474280,USD,3329,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 1962106_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1962106 02,,ASST,ASST,2AR 1962106_24_1,xScotia xLending,2025-02-15,2026-02-15,0,USD,48625,USD,2,1,0,USD,0,USD,0,USD,48625,USD,371,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1965991_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1965991 02,,ASST,ASST,2AR 1965991_24_1,xScotia xLending,2025-02-18,2026-02-18,0,USD,15463,USD,2,1,0,USD,0,USD,0,USD,15463,USD,118,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 1966731_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1966731 02,,ASST,ASST,2AR 1966731_24_1,xScotia xLending,2025-02-18,2026-02-18,0,USD,87594,USD,2,1,0,USD,0,USD,0,USD,87594,USD,669,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 1966732_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1966732 02,,ASST,ASST,2AR 1966732_24_1,xScotia xLending,2025-02-18,2026-02-18,0,USD,428640,USD,2,1,0,USD,0,USD,0,USD,428640,USD,3008,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 1969742_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1969742 02,,ASST,ASST,2AR 1969742_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,217475,USD,2,1,0,USD,0,USD,0,USD,217475,USD,1566,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1969775_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1969775 02,,ASST,ASST,2AR 1969775_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,151747,USD,2,1,0,USD,0,USD,0,USD,151747,USD,1093,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1969806_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1969806 02,,ASST,ASST,2AR 1969806_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,133226,USD,2,1,0,USD,0,USD,0,USD,133226,USD,959,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1971137_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1971137 02,,ASST,ASST,2AR 1971137_24_1,xScotia xLending,2025-02-23,2026-02-23,0,USD,84954,USD,2,1,0,USD,0,USD,0,USD,84954,USD,649,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 1973971_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1973971 02,,ASST,ASST,2AR 1973971_24_1,xScotia xLending,2025-03-02,2026-03-02,0,USD,164378,USD,2,1,0,USD,0,USD,0,USD,164378,USD,1184,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1981108_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1981108 02,,ASST,ASST,2AR 1981108_24_1,xScotia xLending,2025-02-10,2026-02-10,0,USD,219788,USD,2,1,0,USD,0,USD,0,USD,219788,USD,1582,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1986969_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1986969 02,,ASST,ASST,2AR 1986969_24_1,xScotia xLending,2025-03-03,2026-03-03,0,USD,115756,USD,2,1,0,USD,0,USD,0,USD,115756,USD,833,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 1990533_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1990533 02,,ASST,ASST,2AR 1990533_24_1,xScotia xLending,2025-03-07,2026-03-07,0,USD,139970,USD,2,1,0,USD,0,USD,0,USD,139970,USD,1008,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 1992586_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1992586 02,,ASST,ASST,2AR 1992586_24_1,xScotia xLending,2025-03-11,2026-03-11,0,USD,110276,USD,2,1,0,USD,0,USD,0,USD,110276,USD,794,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1994026_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1994026 02,,ASST,ASST,2AR 1994026_24_1,xScotia xLending,2025-02-21,2026-02-21,0,USD,106228,USD,2,1,0,USD,0,USD,0,USD,106228,USD,811,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1994385_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1994385 02,,ASST,ASST,2AR 1994385_24_1,xScotia xLending,2025-03-12,2026-03-12,0,USD,75190,USD,2,1,0,USD,0,USD,0,USD,75190,USD,574,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2000458_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2000458 02,,ASST,ASST,2AR 2000458_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,49660,USD,2,1,0,USD,0,USD,0,USD,49660,USD,379,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2008488_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2008488 02,,ASST,ASST,2AR 2008488_24_1,xScotia xLending,2025-03-01,2026-03-01,0,USD,303452,USD,2,1,0,USD,0,USD,0,USD,303452,USD,2130,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 2008560_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2008560 02,,ASST,ASST,2AR 2008560_24_1,xScotia xLending,2025-03-01,2026-03-01,0,USD,112827,USD,2,1,0,USD,0,USD,0,USD,112827,USD,812,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 2017439_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2017439 02,,ASST,ASST,2AR 2017439_24_1,xScotia xLending,2025-02-19,2026-02-19,0,USD,143872,USD,2,1,0,USD,0,USD,0,USD,143872,USD,1036,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CX8,CHO,ASIC,ASIC
2AR 2023292_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2023292 01,,ASST,ASST,2AR 2023292_24_1,xScotia xLending,2024-03-31,2025-03-31,0,USD,194912,USD,2,1,0,USD,0,USD,0,USD,194912,USD,1403,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2023354_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2023354 01,,ASST,ASST,2AR 2023354_24_1,xScotia xLending,2024-03-31,2025-03-31,0,USD,135088,USD,2,1,0,USD,0,USD,0,USD,135088,USD,973,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2024580_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2024580 01,,ASST,ASST,2AR 2024580_24_1,xScotia xLending,2024-03-27,2025-03-27,0,USD,108442,USD,2,1,0,USD,0,USD,0,USD,108442,USD,828,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2026635_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2026635 01,,ASST,ASST,2AR 2026635_24_1,xScotia xLending,2024-03-30,2025-03-30,0,USD,90041,USD,2,1,0,USD,0,USD,0,USD,90041,USD,688,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 2032738_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2032738 01,,ASST,ASST,2AR 2032738_24_1,xScotia xLending,2024-04-02,2025-04-02,0,USD,135241,USD,2,1,0,USD,0,USD,0,USD,135241,USD,974,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2034427_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2034427 01,,ASST,ASST,2AR 2034427_24_1,xScotia xLending,2024-04-07,2025-04-07,0,USD,195193,USD,2,1,0,USD,0,USD,0,USD,195193,USD,1405,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2038131_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2038131 01,,ASST,ASST,2AR 2038131_24_1,xScotia xLending,2024-04-08,2025-04-08,0,USD,108108,USD,2,1,0,USD,0,USD,0,USD,108108,USD,826,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2040651_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2040651 01,,ASST,ASST,2AR 2040651_24_1,xScotia xLending,2024-03-23,2025-03-23,0,USD,215070,USD,2,1,0,USD,0,USD,0,USD,215070,USD,1549,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2042191_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2042191 01,,ASST,ASST,2AR 2042191_24_1,xScotia xLending,2024-04-01,2025-04-01,0,USD,103099,USD,2,1,0,USD,0,USD,0,USD,103099,USD,787,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0XH4,CHO,ASIC,ASIC
2AR 2046105_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2046105 01,,ASST,ASST,2AR 2046105_24_1,xScotia xLending,2024-04-08,2025-04-08,0,USD,120679,USD,2,1,0,USD,0,USD,0,USD,120679,USD,869,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2046148_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2046148 01,,ASST,ASST,2AR 2046148_24_1,xScotia xLending,2024-04-09,2025-04-09,0,USD,255172,USD,2,1,0,USD,0,USD,0,USD,255172,USD,1837,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2052464_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2052464 01,,ASST,ASST,2AR 2052464_24_1,xScotia xLending,2024-03-27,2025-03-27,0,USD,191062,USD,2,1,0,USD,0,USD,0,USD,191062,USD,1376,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 2052732_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2052732 01,,ASST,ASST,2AR 2052732_24_1,xScotia xLending,2024-03-28,2025-03-28,0,USD,131634,USD,2,1,0,USD,0,USD,0,USD,131634,USD,948,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 2054820_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2054820 01,,ASST,ASST,2AR 2054820_24_1,xScotia xLending,2024-04-19,2025-04-19,0,USD,102976,USD,2,1,0,USD,0,USD,0,USD,102976,USD,786,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2057767_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2057767 01,,ASST,ASST,2AR 2057767_24_1,xScotia xLending,2024-04-16,2025-04-16,0,USD,147433,USD,2,1,0,USD,0,USD,0,USD,147433,USD,1062,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2068440_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2068440 01,,ASST,ASST,2AR 2068440_24_1,xScotia xLending,2024-04-27,2025-04-27,0,USD,80600,USD,2,1,0,USD,0,USD,0,USD,80600,USD,615,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2069268_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2069268 01,,ASST,ASST,2AR 2069268_24_1,xScotia xLending,2024-04-21,2025-04-21,0,USD,198467,USD,2,1,0,USD,0,USD,0,USD,198467,USD,1429,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2070467_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2070467 02,,ASST,ASST,2AR 2070467_24_1,xScotia xLending,2024-06-27,2025-06-27,0,USD,121030,USD,2,1,0,USD,0,USD,0,USD,121030,USD,871,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2081080_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2081080 01,,ASST,ASST,2AR 2081080_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,320576,USD,2,1,0,USD,0,USD,0,USD,320576,USD,2250,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
2AR 2082153_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2082153 01,,ASST,ASST,2AR 2082153_24_1,xScotia xLending,2024-05-01,2025-05-01,0,USD,138802,USD,2,1,0,USD,0,USD,0,USD,138802,USD,999,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 2088065_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2088065 01,,ASST,ASST,2AR 2088065_24_1,xScotia xLending,2024-04-29,2025-04-29,0,USD,122743,USD,2,1,0,USD,0,USD,0,USD,122743,USD,884,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
2AR 2089772_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2089772 02,,ASST,ASST,2AR 2089772_24_1,xScotia xLending,2025-02-25,2026-02-25,0,USD,85822,USD,2,1,0,USD,0,USD,0,USD,85822,USD,655,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2094863_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2094863 01,,ASST,ASST,2AR 2094863_24_1,xScotia xLending,2024-04-07,2025-04-07,0,USD,113410,USD,2,1,0,USD,0,USD,0,USD,113410,USD,817,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CX8,CHO,ASIC,ASIC
2AR 2101092_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2101092 01,,ASST,ASST,2AR 2101092_24_1,xScotia xLending,2024-05-10,2025-05-10,0,USD,81428,USD,2,1,0,USD,0,USD,0,USD,81428,USD,622,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 2106965_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2106965 01,,ASST,ASST,2AR 2106965_24_1,xScotia xLending,2024-05-02,2025-05-02,0,USD,88223,USD,2,1,0,USD,0,USD,0,USD,88223,USD,674,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2106981_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2106981 01,,ASST,ASST,2AR 2106981_24_1,xScotia xLending,2024-05-02,2025-05-02,0,USD,70831,USD,2,1,0,USD,0,USD,0,USD,70831,USD,541,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2107043_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2107043 01,,ASST,ASST,2AR 2107043_24_1,xScotia xLending,2024-05-02,2025-05-02,0,USD,72199,USD,2,1,0,USD,0,USD,0,USD,72199,USD,551,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2107539_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2107539 01,,ASST,ASST,2AR 2107539_24_1,xScotia xLending,2024-05-13,2025-05-13,0,USD,90546,USD,2,1,0,USD,0,USD,0,USD,90546,USD,691,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 2117696_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2117696 01,,ASST,ASST,2AR 2117696_24_1,xScotia xLending,2024-05-25,2025-05-25,0,USD,147433,USD,2,1,0,USD,0,USD,0,USD,147433,USD,1062,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2129496_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2129496 01,,ASST,ASST,2AR 2129496_24_1,xScotia xLending,2024-05-31,2025-05-31,0,USD,289507,USD,2,1,0,USD,0,USD,0,USD,289507,USD,2032,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2131761_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2131761 01,,ASST,ASST,2AR 2131761_24_1,xScotia xLending,2024-05-26,2025-05-26,0,USD,176664,USD,2,1,0,USD,0,USD,0,USD,176664,USD,1272,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 2139445_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2139445 01,,ASST,ASST,2AR 2139445_24_1,xScotia xLending,2024-06-06,2025-06-06,0,USD,108873,USD,2,1,0,USD,0,USD,0,USD,108873,USD,831,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2148142_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2148142 01,,ASST,ASST,2AR 2148142_24_1,xScotia xLending,2024-06-03,2025-06-03,0,USD,98490,USD,2,1,0,USD,0,USD,0,USD,98490,USD,752,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2150742_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2150742 01,,ASST,ASST,2AR 2150742_24_1,xScotia xLending,2024-06-05,2025-06-05,0,USD,142261,USD,2,1,0,USD,0,USD,0,USD,142261,USD,1024,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 2150782_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2150782 01,,ASST,ASST,2AR 2150782_24_1,xScotia xLending,2024-06-04,2025-06-04,0,USD,155939,USD,2,1,0,USD,0,USD,0,USD,155939,USD,1123,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 2151941_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2151941 01,,ASST,ASST,2AR 2151941_24_1,xScotia xLending,2024-06-06,2025-06-06,0,USD,213199,USD,2,1,0,USD,0,USD,0,USD,213199,USD,1535,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2151970_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2151970 01,,ASST,ASST,2AR 2151970_24_1,xScotia xLending,2024-06-06,2025-06-06,0,USD,55255,USD,2,1,0,USD,0,USD,0,USD,55255,USD,422,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2161379_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2161379 01,,ASST,ASST,2AR 2161379_24_1,xScotia xLending,2024-05-27,2025-05-27,0,USD,188828,USD,2,1,0,USD,0,USD,0,USD,188828,USD,1360,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2163716_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2163716 01,,ASST,ASST,2AR 2163716_24_1,xScotia xLending,2024-06-09,2025-06-09,0,USD,82222,USD,2,1,0,USD,0,USD,0,USD,82222,USD,628,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 2164218_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2164218 01,,ASST,ASST,2AR 2164218_24_1,xScotia xLending,2024-06-12,2025-06-12,0,USD,98666,USD,2,1,0,USD,0,USD,0,USD,98666,USD,753,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 2169148_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2169148 01,,ASST,ASST,2AR 2169148_24_1,xScotia xLending,2024-06-20,2025-06-20,0,USD,132236,USD,2,1,0,USD,0,USD,0,USD,132236,USD,952,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 2170316_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2170316 01,,ASST,ASST,2AR 2170316_24_1,xScotia xLending,2024-06-14,2025-06-14,0,USD,226820,USD,2,1,0,USD,0,USD,0,USD,226820,USD,1633,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2175375_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2175375 01,,ASST,ASST,2AR 2175375_24_1,xScotia xLending,2024-06-17,2025-06-17,0,USD,103543,USD,2,1,0,USD,0,USD,0,USD,103543,USD,791,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2AR 2177436_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 2177436 01,,ASST,ASST,2AR 2177436_24_1,xScotia xLending,2024-06-18,2025-06-18,0,USD,136098,USD,2,1,0,USD,0,USD,0,USD,136098,USD,980,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
